Client ID,Client Age,Client Gender Identity-Labels,Client Marital Status,Client Disability,Client Self-Identifies As,Client Is Student,Highest Education Level,Income,rel_Common-Law Partner,rel_boyfriend_girlfriend,rel_child,rel_friend,rel_grandchild,rel_grandparent,rel_other,rel_other_relative,rel_parent,rel_roommate,rel_sibling,rel_spouse,rel_undisclosed,rel_ward,minor,agecat_10 to 17,agecat_Adult,agecat_Under 10,household_total,ethnic_Asian,ethnic_Black,ethnic_Hispanic,ethnic_MidEast_NoAfrican,ethnic_White,ethnic_other,No_Visits,reason_Benefits Issue,reason_Debt,reason_Family Breakup,reason_Immigration,reason_Medical,reason_Natural Disaster,reason_Ongoing Need,reason_Relocation,reason_Undisclosed,reason_Unemployed,reason_Unhoused,reason_Wages Issue,employment_clean
7152412,36,Female,married,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,0,2,3,6,0,0,1,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,2,none
4167352,22,Didn't Ask,did_not_ask,did_not_ask,did_not_ask,No,grade_12,1377,0,0,3,0,0,0,0,0,1,0,2,1,1,0,4,1,4,3,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
4146092,66,Male,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,7,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,did_not_ask
6689436,67,Male,common_law,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6687787,52,Female,single,no,none,No,associate_degree,1377,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6689334,34,Male,married,no,none,No,associate_degree,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,6,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,none
6689179,30,Female,separated,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,did_not_ask
6689109,25,Female,married,no,none,No,post_secondary_some,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,3,full_time
6689120,34,Female,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6688971,32,Female,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,1,3,6,0,0,1,0,0,0,9,0,0,0,0,0,0,2,0,1,0,0,6,none
6689388,21,Male,single,no,none,Yes,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,none
6687698,33,Female,married,no,none,No,did_not_ask,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,2,1,2,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,none
6688503,71,Male,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,12,0,1,0,0,4,0,6,0,0,0,0,4,none
4166212,35,Female,married,no,Didn't Ask,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,1,0,0,10,0,0,0,1,0,0,7,0,0,0,0,2,none
6689304,65,Male,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,4,0,0,4,0,1,none
6689205,78,Female,single,no,Didn't Ask,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,2,retired
6687933,64,Male,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,did_not_ask
6687612,59,Female,married,no,Didn't Ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,did_not_ask
6689044,19,Female,single,no,none,Yes,grade_12,1377,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1,1,2,5,0,0,1,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,7,none
4643463,36,Female,divorced,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,did_not_ask
6696544,45,Female,divorced,no,none,No,bachelors_degree,1377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,none
6696550,42,Female,married,no,none,No,bachelors_degree,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,none
7085082,20,Female,single,no,none,No,bachelors_degree,1377,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,11,0,0,0,0,1,0,8,0,0,0,0,2,none
6649085,18,Female,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,1,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,2,none
6696879,47,Male,married,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,5,0,0,0,1,0,0,17,0,1,0,0,0,0,13,0,0,2,0,1,none
6696890,29,Male,divorced,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6696909,55,Male,divorced,no,none,No,grade_12,1377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,none
6696914,28,Female,single,no,none,No,bachelors_degree,1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
5952388,54,Female,did_not_ask,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,1,1,4,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,did_not_ask
9126528,49,Female,married,no,none,No,ged,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,none
6696931,46,Female,married,no,none,No,bachelors_degree,1377,0,0,3,1,0,0,0,0,0,0,1,0,0,0,2,2,3,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,none
6696946,37,Female,married,no,none,No,did_not_ask,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,did_not_ask
4682070,26,Male,single,did_not_ask,did_not_ask,No,grade_9_11,1377,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,2,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,did_not_ask
4163964,39,Female,married,no,none,No,grade_0_8,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,6,0,0,1,0,0,0,10,0,1,0,0,0,0,7,0,0,0,0,2,none
6699859,58,Male,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,retired
6702496,27,Female,single,no,Didn't Ask,No,grade_12,1377,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,none
6702550,28,Female,married,no,Didn't Ask,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0,1,0,0,6,0,0,0,0,0,0,5,0,0,0,0,1,none
6706984,34,Female,did_not_ask,no,none,No,grade_12,1377,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6707204,54,Female,single,no,none,No,grade_12,1377,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,did_not_ask
6707267,30,Female,married,no,none,No,ged,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,1,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,none
6707392,62,Female,separated,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,8,0,0,3,0,0,did_not_ask
6707433,46,Female,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,did_not_ask
6707447,55,Female,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,did_not_ask
6707503,37,Male,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,full_time
6707741,44,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6708670,26,Male,single,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
6708714,40,Female,married,no,none,No,associate_degree,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,part_time
4772770,52,Female,married,no,none,No,did_not_ask,1377,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,5,0,0,1,0,0,0,7,0,0,0,0,0,0,5,0,0,2,0,0,did_not_ask
6708774,42,Male,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,did_not_ask
6708790,44,Female,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,0,11,0,0,2,0,3,did_not_ask
6710596,28,Female,single,yes,did_not_ask,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6710628,31,Female,divorced,no,none,No,grade_12,1377,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,0,0,1,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,2,none
6693575,38,Male,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,did_not_ask
6710670,42,Female,single,no,none,No,grade_12,1377,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,1,0,2,part_time
6710878,37,Female,single,yes,did_not_ask,No,bachelors_degree,1377,0,0,0,2,0,0,0,0,0,0,0,0,3,0,4,2,1,2,6,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,none
6710978,29,Female,single,no,Unhoused,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,none
6711848,45,Female,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,none
6711882,40,Female,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,3,0,1,0,0,1,none
5418457,40,Female,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,6,0,0,0,0,0,1,8,0,0,0,0,0,0,5,0,0,0,0,2,
6711941,62,Didn't Ask,did_not_ask,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,1,none
4161036,32,Didn't Ask,married,did_not_ask,did_not_ask,No,grade_12,1377,0,0,5,0,0,0,0,0,0,0,0,1,1,0,4,1,3,3,8,0,0,0,1,0,0,14,0,0,0,0,0,0,9,0,0,0,0,5,
6712018,34,Female,single,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,1,0,3,0,0,1,0,3,did_not_ask
6712707,29,Female,married,no,none,No,grade_0_8,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
6712862,30,Female,married,no,none,No,bachelors_degree,1377,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,1,2,2,6,0,0,1,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,3,none
6712833,32,Female,single,no,none,No,associate_degree,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,1,10,0,0,0,0,0,0,8,0,0,1,0,1,none
6712977,41,Female,married,no,none,No,grade_12,1377,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,4,2,7,0,0,1,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,none
6714570,26,Female,married,no,none,No,grade_0_8,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none
3615968,92,Male,married,no,none,No,trade_cert_professional,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,retired
6714603,35,Female,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,full_time
5981061,66,Didn't Ask,,did_not_ask,did_not_ask,No,,1377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,4,0,0,0,0,0,1,1,,,,,,,,,,,,,
4355179,64,Female,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,1,0,0,0,0,0,12,0,0,0,0,1,none
4239701,36,Didn't Ask,did_not_ask,no,none,No,associate_degree,1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,7,0,0,0,0,0,0,5,0,0,1,0,1,part_time
5339804,71,Didn't Ask,widowed,did_not_ask,did_not_ask,No,grade_12,1377,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,11,0,0,0,0,0,0,9,0,2,0,0,0,retired
4148785,70,Female,married,no,none,No,did_not_ask,1377,0,0,2,0,1,0,0,0,0,0,0,2,1,0,1,1,5,0,7,0,0,1,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,3,
4608565,37,Female,single,no,none,No,ged,1377,0,0,4,0,0,1,0,0,0,0,0,1,0,0,4,3,2,1,7,0,0,1,0,0,0,11,0,0,0,0,0,0,7,0,1,0,0,3,full_time
6714777,35,Female,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,5,1,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,2,part_time
6714846,41,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,16,0,1,0,0,0,0,12,0,0,0,0,2,none
6724615,37,Female,single,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,did_not_ask
6113501,38,Didn't Ask,married,no,none,No,post_secondary_some,1377,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,4,0,0,0,0,1,0,11,0,0,0,0,0,0,11,0,0,0,0,0,none
6725265,36,Didn't Ask,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
6727064,39,Female,single,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,10,0,1,0,0,0,did_not_ask
6727073,42,Male,married,no,none,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,part_time
6727109,42,Male,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,did_not_ask
6726671,76,Female,single,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,did_not_ask
6729158,63,Female,widowed,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,0,11,1,0,0,0,1,did_not_ask
4147314,39,Female,married,did_not_ask,did_not_ask,No,grade_0_8,1377,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,7,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,none
6729903,24,Female,single,no,Unhoused,No,ged,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,none
6729909,47,Didn't Ask,married,did_not_ask,did_not_ask,No,grade_9_11,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,did_not_ask
5557354,67,Female,divorced,no,other,No,grade_12,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,0,0,0,14,0,0,0,0,1,disability
6729922,33,Didn't Ask,married,did_not_ask,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,did_not_ask
6729927,78,Male,married,yes,did_not_ask,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,10,1,0,0,0,0,none
4888350,31,Female,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,5,0,0,0,1,0,0,6,0,0,0,0,0,1,5,0,0,0,0,0,did_not_ask
6731517,24,Female,single,no,none,No,grade_12,1377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4248759,47,Female,single,no,none,No,grade_9_11,1377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
4159725,62,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,4,0,6,0,0,0,0,1,0,14,0,0,0,0,0,0,11,0,1,1,1,1,did_not_ask
6732685,39,Female,married,no,none,No,grade_12,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
6733223,67,Male,married,no,none,No,associate_degree,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,5,0,0,3,0,0,none
4157437,45,Female,single,no,none,No,grade_9_11,1377,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,5,0,0,1,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,full_time
5528580,45,Male,married,no,none,No,grade_0_8,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,none
6726682,47,Female,divorced,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,did_not_ask
6734369,22,Female,did_not_ask,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,1,0,0,4,0,0,0,0,2,did_not_ask
6734433,25,Female,married,no,none,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,none
6734491,41,Female,married,no,none,No,associate_degree,1377,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,1,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,3,none
4160892,41,Female,single,no,none,No,grade_12,1377,0,0,3,0,1,0,0,1,0,0,1,0,1,0,3,1,4,2,8,0,0,1,0,0,0,6,1,0,0,0,0,0,2,0,0,3,0,0,none
6735283,40,Female,married,did_not_ask,did_not_ask,No,grade_12,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,4,0,0,1,0,0,0,5,1,0,0,0,0,0,3,0,0,0,0,1,did_not_ask
6739242,35,Female,married,no,none,No,bachelors_degree,1377,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,1,none
4707364,48,Male,married,no,none,No,grade_12,1377,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,full_time
6739431,39,Female,married,no,none,No,did_not_ask,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,did_not_ask
